2025-10-26T11:02:16.946+0800	INFO	svr/svr.go:101	Document manager started
2025-10-26T11:02:16.947+0800	INFO	imgagent/main.go:85	Server is running at :8000
2025-10-26T11:34:46.917+0800	INFO	HandleImageGenTasks-1761449686	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:34:46.956+0800	ERROR	HandleImageGenTasks-1761449686	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"9eeb7b5a-817a-4356-baa0-235173dcadb6"}
2025-10-26T11:34:46.957+0800	ERROR	HandleImageGenTasks-1761449686	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"9eeb7b5a-817a-4356-baa0-235173dcadb6"}
2025-10-26T11:34:46.957+0800	ERROR	HandleImageGenTasks-1761449686	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"9eeb7b5a-817a-4356-baa0-235173dcadb6"}
2025-10-26T11:35:16.974+0800	INFO	HandleImageGenTasks-1761449716	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:35:16.978+0800	INFO	HandleImageGenTasks-1761449716	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:35:16.978+0800	INFO	HandleImageGenTasks-1761449716	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:35:16.978+0800	INFO	HandleImageGenTasks-1761449716	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:35:17.015+0800	ERROR	HandleImageGenTasks-1761449716	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"769a3a55-c159-4d2f-9def-57c25c36a487"}
2025-10-26T11:35:17.015+0800	ERROR	HandleImageGenTasks-1761449716	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"769a3a55-c159-4d2f-9def-57c25c36a487"}
2025-10-26T11:35:17.015+0800	ERROR	HandleImageGenTasks-1761449716	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"769a3a55-c159-4d2f-9def-57c25c36a487"}
2025-10-26T11:35:46.911+0800	INFO	HandleImageGenTasks-1761449746	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:35:46.916+0800	INFO	HandleImageGenTasks-1761449746	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:35:46.916+0800	INFO	HandleImageGenTasks-1761449746	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:35:46.916+0800	INFO	HandleImageGenTasks-1761449746	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:35:46.964+0800	ERROR	HandleImageGenTasks-1761449746	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b2274c3b-d772-424e-887f-a2f98c665caa"}
2025-10-26T11:35:46.964+0800	ERROR	HandleImageGenTasks-1761449746	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b2274c3b-d772-424e-887f-a2f98c665caa"}
2025-10-26T11:35:46.964+0800	ERROR	HandleImageGenTasks-1761449746	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b2274c3b-d772-424e-887f-a2f98c665caa"}
2025-10-26T11:36:16.913+0800	INFO	HandleImageGenTasks-1761449776	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:36:16.917+0800	INFO	HandleImageGenTasks-1761449776	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:36:16.917+0800	INFO	HandleImageGenTasks-1761449776	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:36:16.917+0800	INFO	HandleImageGenTasks-1761449776	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:36:16.960+0800	ERROR	HandleImageGenTasks-1761449776	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"f9b71dfe-5a69-400c-b3f1-7c664a7b389a"}
2025-10-26T11:36:16.961+0800	ERROR	HandleImageGenTasks-1761449776	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"f9b71dfe-5a69-400c-b3f1-7c664a7b389a"}
2025-10-26T11:36:16.961+0800	ERROR	HandleImageGenTasks-1761449776	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"f9b71dfe-5a69-400c-b3f1-7c664a7b389a"}
2025-10-26T11:36:46.913+0800	INFO	HandleImageGenTasks-1761449806	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:36:46.918+0800	INFO	HandleImageGenTasks-1761449806	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:36:46.918+0800	INFO	HandleImageGenTasks-1761449806	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:36:46.918+0800	INFO	HandleImageGenTasks-1761449806	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:36:46.961+0800	ERROR	HandleImageGenTasks-1761449806	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"147993aa-4adf-42a7-8149-84d121993df2"}
2025-10-26T11:36:46.961+0800	ERROR	HandleImageGenTasks-1761449806	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"147993aa-4adf-42a7-8149-84d121993df2"}
2025-10-26T11:36:46.961+0800	ERROR	HandleImageGenTasks-1761449806	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"147993aa-4adf-42a7-8149-84d121993df2"}
2025-10-26T11:37:16.912+0800	INFO	HandleImageGenTasks-1761449836	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:37:16.917+0800	INFO	HandleImageGenTasks-1761449836	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:37:16.917+0800	INFO	HandleImageGenTasks-1761449836	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:37:16.917+0800	INFO	HandleImageGenTasks-1761449836	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:37:16.954+0800	ERROR	HandleImageGenTasks-1761449836	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3df5a4db-52fa-43fb-b607-ae5f4973a1ba"}
2025-10-26T11:37:16.954+0800	ERROR	HandleImageGenTasks-1761449836	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3df5a4db-52fa-43fb-b607-ae5f4973a1ba"}
2025-10-26T11:37:16.955+0800	ERROR	HandleImageGenTasks-1761449836	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3df5a4db-52fa-43fb-b607-ae5f4973a1ba"}
2025-10-26T11:37:46.912+0800	INFO	HandleImageGenTasks-1761449866	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:37:46.917+0800	INFO	HandleImageGenTasks-1761449866	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:37:46.917+0800	INFO	HandleImageGenTasks-1761449866	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:37:46.917+0800	INFO	HandleImageGenTasks-1761449866	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:37:46.959+0800	ERROR	HandleImageGenTasks-1761449866	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3d960d28-4eed-4c4d-8893-07e64e39202b"}
2025-10-26T11:37:46.959+0800	ERROR	HandleImageGenTasks-1761449866	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3d960d28-4eed-4c4d-8893-07e64e39202b"}
2025-10-26T11:37:46.959+0800	ERROR	HandleImageGenTasks-1761449866	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"3d960d28-4eed-4c4d-8893-07e64e39202b"}
2025-10-26T11:38:16.912+0800	INFO	HandleImageGenTasks-1761449896	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:38:16.917+0800	INFO	HandleImageGenTasks-1761449896	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:38:16.917+0800	INFO	HandleImageGenTasks-1761449896	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:38:16.918+0800	INFO	HandleImageGenTasks-1761449896	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:38:16.960+0800	ERROR	HandleImageGenTasks-1761449896	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"0c96601e-f8f0-424a-a7fd-9fc50e2521e1"}
2025-10-26T11:38:16.960+0800	ERROR	HandleImageGenTasks-1761449896	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"0c96601e-f8f0-424a-a7fd-9fc50e2521e1"}
2025-10-26T11:38:16.960+0800	ERROR	HandleImageGenTasks-1761449896	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"0c96601e-f8f0-424a-a7fd-9fc50e2521e1"}
2025-10-26T11:38:46.911+0800	INFO	HandleImageGenTasks-1761449926	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:38:46.916+0800	INFO	HandleImageGenTasks-1761449926	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:38:46.916+0800	INFO	HandleImageGenTasks-1761449926	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:38:46.916+0800	INFO	HandleImageGenTasks-1761449926	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:38:46.962+0800	ERROR	HandleImageGenTasks-1761449926	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"d28d6f8e-a298-46e4-b6f6-2a206401082b"}
2025-10-26T11:38:46.962+0800	ERROR	HandleImageGenTasks-1761449926	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"d28d6f8e-a298-46e4-b6f6-2a206401082b"}
2025-10-26T11:38:46.962+0800	ERROR	HandleImageGenTasks-1761449926	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"d28d6f8e-a298-46e4-b6f6-2a206401082b"}
2025-10-26T11:39:16.912+0800	INFO	HandleImageGenTasks-1761449956	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:39:16.916+0800	INFO	HandleImageGenTasks-1761449956	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:39:16.917+0800	INFO	HandleImageGenTasks-1761449956	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:39:16.917+0800	INFO	HandleImageGenTasks-1761449956	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:39:17.009+0800	ERROR	HandleImageGenTasks-1761449956	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"8cd50126-7f32-4c62-b4be-0691eab9d11b"}
2025-10-26T11:39:17.010+0800	ERROR	HandleImageGenTasks-1761449956	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"8cd50126-7f32-4c62-b4be-0691eab9d11b"}
2025-10-26T11:39:17.010+0800	ERROR	HandleImageGenTasks-1761449956	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"8cd50126-7f32-4c62-b4be-0691eab9d11b"}
2025-10-26T11:39:46.909+0800	INFO	HandleImageGenTasks-1761449986	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:39:46.911+0800	INFO	HandleImageGenTasks-1761449986	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:39:46.911+0800	INFO	HandleImageGenTasks-1761449986	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:39:46.911+0800	INFO	HandleImageGenTasks-1761449986	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:39:46.946+0800	ERROR	HandleImageGenTasks-1761449986	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"00eb7138-1eac-413f-901b-e5ae5efe7683"}
2025-10-26T11:39:46.946+0800	ERROR	HandleImageGenTasks-1761449986	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"00eb7138-1eac-413f-901b-e5ae5efe7683"}
2025-10-26T11:39:46.946+0800	ERROR	HandleImageGenTasks-1761449986	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"00eb7138-1eac-413f-901b-e5ae5efe7683"}
2025-10-26T11:40:16.912+0800	INFO	HandleImageGenTasks-1761450016	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:40:16.918+0800	INFO	HandleImageGenTasks-1761450016	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:40:16.918+0800	INFO	HandleImageGenTasks-1761450016	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:40:16.918+0800	INFO	HandleImageGenTasks-1761450016	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:40:16.961+0800	ERROR	HandleImageGenTasks-1761450016	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"41b25b6a-cd1b-4a50-9301-076a7c776f0c"}
2025-10-26T11:40:16.961+0800	ERROR	HandleImageGenTasks-1761450016	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"41b25b6a-cd1b-4a50-9301-076a7c776f0c"}
2025-10-26T11:40:16.961+0800	ERROR	HandleImageGenTasks-1761450016	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"41b25b6a-cd1b-4a50-9301-076a7c776f0c"}
2025-10-26T11:40:46.912+0800	INFO	HandleImageGenTasks-1761450046	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:40:46.917+0800	INFO	HandleImageGenTasks-1761450046	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:40:46.917+0800	INFO	HandleImageGenTasks-1761450046	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:40:46.917+0800	INFO	HandleImageGenTasks-1761450046	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:40:46.959+0800	ERROR	HandleImageGenTasks-1761450046	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b92bc555-bb8f-484b-bd73-19f2707201a7"}
2025-10-26T11:40:46.960+0800	ERROR	HandleImageGenTasks-1761450046	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b92bc555-bb8f-484b-bd73-19f2707201a7"}
2025-10-26T11:40:46.960+0800	ERROR	HandleImageGenTasks-1761450046	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"b92bc555-bb8f-484b-bd73-19f2707201a7"}
2025-10-26T11:41:16.909+0800	INFO	HandleImageGenTasks-1761450076	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:41:16.914+0800	INFO	HandleImageGenTasks-1761450076	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:41:16.914+0800	INFO	HandleImageGenTasks-1761450076	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:41:16.914+0800	INFO	HandleImageGenTasks-1761450076	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:41:17.001+0800	ERROR	HandleImageGenTasks-1761450076	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"6590dda4-c004-4db5-9fdb-b4e68f2cae07"}
2025-10-26T11:41:17.001+0800	ERROR	HandleImageGenTasks-1761450076	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"6590dda4-c004-4db5-9fdb-b4e68f2cae07"}
2025-10-26T11:41:17.001+0800	ERROR	HandleImageGenTasks-1761450076	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"6590dda4-c004-4db5-9fdb-b4e68f2cae07"}
2025-10-26T11:41:46.912+0800	INFO	HandleImageGenTasks-1761450106	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:41:46.917+0800	INFO	HandleImageGenTasks-1761450106	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:41:46.917+0800	INFO	HandleImageGenTasks-1761450106	svr/document_mgr.go:308	Generating image for scene, sceneID: b0c4bca10de345a285959ad74390dd6c, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:41:46.917+0800	INFO	HandleImageGenTasks-1761450106	bailian/qwen_image.go:18	Generating image for scene, content: 安喜县馆驿后堂，张飞怒目圆睁，揪住督邮头发将其拖出，柳条在空中挥舞，即将鞭打欺压百姓的贪官，气氛紧张激烈
2025-10-26T11:41:47.011+0800	ERROR	HandleImageGenTasks-1761450106	bailian/qwen_image.go:75	Generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"58b1693d-2850-4bfc-af3f-34891b3d062c"}
2025-10-26T11:41:47.011+0800	ERROR	HandleImageGenTasks-1761450106	svr/document_mgr.go:312	Failed to generate image, scene: b0c4bca10de345a285959ad74390dd6c, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"58b1693d-2850-4bfc-af3f-34891b3d062c"}
2025-10-26T11:41:47.011+0800	ERROR	HandleImageGenTasks-1761450106	svr/document_mgr.go:272	Failed to handle document image gen, doc: 2d0bbecabcde46ce8017dd53009a066a, err: generate image failed, status: 401, body: {"code":"InvalidApiKey","message":"Invalid API-key provided.","request_id":"58b1693d-2850-4bfc-af3f-34891b3d062c"}
2025-10-26T11:42:16.911+0800	INFO	HandleImageGenTasks-1761450136	svr/document_mgr.go:290	Handling document image generation, docID: 2d0bbecabcde46ce8017dd53009a066a
2025-10-26T11:42:16.917+0800	INFO	HandleImageGenTasks-1761450136	svr/document_mgr.go:304	Found 13 pending image scenes for doc: 2d0bbecabcde46ce8017dd53009a066a
